aCCESS CONTROL LIST,acls,16,1
access control lists,acl,2,1
access paths,ap,1,1
accessed,a,1,0.0625
accessed,accesed,1,0.0625
accessed,accessed,14,0.875
accesses,accesses,4,1
accessibility,accessibility,16,1
accessible,accesible,1,0.028571429
accessible,accessible,34,0.971428571
accessing,accessing,7,1
accessor,a,2,0.071428571
accessor,accessor,26,0.928571429
accessors,a,3,0.6
accessors,accessors,2,0.4
accidental,accidental,1,1
according,according,16,1
accordingly,accordingly,3,1
account,account,141,0.854545455
account,acct,23,0.139393939
account,acount,1,0.006060606
accounting,accounting,1,1
accounts,accounts,28,1
accounts Payable,ap,39,0.722222222
accounts Payable,aP,15,0.277777778
accounts Receivable,aR,9,0.375
accounts Receivable,ar,15,0.625
acct,acct,106,1
accum,accum,10,1
accumulate,accumulate,40,1
accumulated,accum,9,0.473684211
accumulated,accumulated,10,0.526315789
accumulator,acc,22,0.846153846
accumulator,aCC,1,0.038461538
accumulator,accumulator,3,0.115384615
accumulators,accumulators,3,1
accumulo,accumulo,2,1
accuracy,acc,1,0.1
accuracy,accuracy,9,0.9
accurate,accurate,1,1
ace,a,7,1
achieved,achieved,1,1
ack,ack,217,1
acked,acked,7,1
acker,acker,3,1
ackers,ackers,8,1
acknowledge,ack,3,0.6
acknowledge,acknowledge,2,0.4
acknowledged,acked,4,0.5
acknowledged,acknowledged,4,0.5
acknowledgement,ack,3,1
acknowledgements,ack,2,0.133333333
acknowledgements,acks,13,0.866666667
acknowledges,ack,1,1
acknowledgment,aCK,1,0.003623188
acknowledgment,ack,275,0.996376812
acknowledgments,acks,1,1
acks,acks,20,1
acl,acl,251,1
acls,acls,19,1
acm,acm,8,1
acount,acount,1,1
acoustic,acoustic,2,1
acpi,acpi,2,1
acquire,a,2,0.021978022
acquire,acquire,88,0.967032967
acquire,aquire,1,0.010989011
acquired,acquired,13,0.8125
acquired,aquired,3,0.1875
acquiring,a,1,0.333333333
acquiring,acquiring,2,0.666666667
acquisition,acquisition,7,1
acr,acr,20,1
acra,acra,1,1
acrm,acrm,2,1
acro,acro,1,1
acronym,acro,1,0.2
acronym,acronym,4,0.8
across,a,2,0.071428571
across,across,26,0.928571429
act,a,6,1
action,a,27,0.059734513
action,action,425,0.940265487
actionable,actionable,1,1
actions,a,2,0.035714286
actions,actions,54,0.964285714
activatable,activatable,1,1
activate,activate,44,1
activated,activated,12,1
activating,a,1,0.5
activating,activating,1,0.5
activation,activation,8,1
activator,activator,10,1
active,a,5,0.013089005
active,active,377,0.986910995
active Streaming Format,asf,21,1
activemq,activemq,1,1
activiti,activiti,20,1
activities,activiti,2,0.111111111
activities,activities,16,0.888888889
activity,a,14,0.051660517
activity,activity,257,0.948339483
activity Reporting System,aRS,2,1
actor,actor,24,1
actors,actors,1,1
actual,a,2,0.019230769
actual,actual,102,0.980769231
actually,a,2,0.285714286
actually,actually,5,0.714285714
actuator,actuator,3,1
acu,acu,2,1
acute,acute,2,1
acyclic,a,1,1
ad,a,1,0.05
ad,ad,19,0.95
ada,ada,24,1
adam,adam,3,1
adapt,a,2,0.0625
adapt,adapt,30,0.9375
adaptable,adaptable,1,1
adaptation,adaptation,5,1
adapted,adapted,2,1
adapter,a,939,0.820087336
adapter,adapter,206,0.179912664
adapter Description File,aDF,1,0.5
adapter Description File,adf,1,0.5
adapters,adape,1,0.166666667
adapters,adapte,1,0.166666667
adapters,adapters,4,0.666666667
adaptive,adaptive,23,1
adaptive Differential Pulse Code Modulation,adpcm,2,1
adaptor,a,1,0.045454545
adaptor,adaptor,21,0.954545455
adapts,adapts,2,1
adb,adb,22,1
add,a,166,0.050318278
add,add,3133,0.949681722
addded,addded,2,1
added,a,13,0.077844311
added,added,154,0.922155689
adder,a,1,0.111111111
adder,adder,8,0.888888889
addin,addin,1,1
adding,a,33,0.540983607
adding,adding,28,0.459016393
addins,addins,3,1
additinal,additinal,1,1
addition,addition,60,1
additional,a,24,0.105726872
additional,additional,203,0.894273128
additional Authenticated Data,aAD,8,1
additionally,additionally,1,1
additive,a,1,0.166666667
additive,additive,5,0.833333333
addon,addon,5,1
addr,addr,630,1
addres,addres,1,1
address,a,16,0.010025063
address,aDDR,1,6.27E-04
address,addr,457,0.286340852
address,address,1106,0.692982456
address,addrs,11,0.006892231
address,adr,4,0.002506266
address,adress,1,6.27E-04
address Data Latch,adl,3,1
address Resolution Protocol,arp,1,0.333333333
address Resolution Protocol,aRP,2,0.666666667
addressable,addressable,2,1
addresses,a,5,0.031847134
addresses,addresses,149,0.949044586
addresses,addrs,3,0.01910828
addressing,addressing,9,1
addresss,addresss,1,1
addrs,addrs,20,1
adds,a,17,0.207317073
adds,adds,65,0.792682927
ade,ade,1,1
adf,adf,1,1
adhoc,adhoc,5,1
adiv,adiv,5,1
adj,adj,3,1
adjacency,adjacency,2,1
adjacent,adjacent,10,1
adjectival,adjectival,1,1
adjust,adjust,52,0.981132075
adjust,aus,1,0.018867925
adjusted,adj,1,0.1
adjusted,adjusted,9,0.9
adjuster,adjuster,1,1
adjusting,adjusting,7,1
adjustment,adjustment,4,1
adjustments,adjustments,1,1
adjusts,adjusts,1,1
adl,adl,3,1
adm,adm,2,1
admin,admin,829,1
administer,a,4,0.666666667
administer,administer,2,0.333333333
administration,admin,662,0.998491704
administration,administration,1,0.001508296
administrative,admin,9,0.818181818
administrative,administrative,1,0.090909091
administrative,admins,1,0.090909091
administrator,admin,121,0.840277778
administrator,administrator,23,0.159722222
administrators,admin,5,0.833333333
administrators,administrators,1,0.166666667
admins,admins,5,1
admissionregistration,admissionregistration,2,1
adopt,adopt,1,1
adpcm,adpcm,2,1
adr,adr,4,1
adress,adress,2,1
ads,ads,10,1
adt,adt,2,1
adult,adult,1,1
adv,adv,1,1
advance,advance,40,1
advanced,advanced,37,1
advanced Audio Coding,aAC,1,0.076923077
advanced Audio Coding,aac,12,0.923076923
advanced Configuration and Power Interface,acpi,1,1
advanced Encryption Standard,aes,113,0.597883598
advanced Encryption Standard,aES,76,0.402116402
advanced Interactive Executive,aIX,2,0.083333333
advanced Interactive Executive,aix,22,0.916666667
advanced Micro Devices Inc,amd,4,0.571428571
advanced Micro Devices Inc,aMD,3,0.428571429
advanced Programmable Interrupt Controller,aPIC,5,1
advanced SCSI Programming Interface,aSPI,3,1
advanced System Buffering,aSB,2,1
advanced Technology Attachment,aTA,9,1
advanced Workstations and Systems,aWS,61,0.24015748
advanced Workstations and Systems,aws,193,0.75984252
advances,advances,6,1
advertise,advertise,14,1
advertised,advertised,2,1
advertisements,advertisements,1,1
advertiser,advertiser,1,1
advertising,advertising,1,1
advice,advice,24,1
advise,advise,6,1
advisor,advisor,22,1
advisory,advisory,1,1
ae,a,5,0.208333333
ae,ae,19,0.791666667
aead,aead,1,1
aeawb,aeawb,1,1
aec,aec,1,1
ael,ael,1,1
aem,aem,1,1
aep,aep,2,1
aeq,aeq,2,1
aeron,aeron,14,1
aes,aes,194,1
aet,aet,1,1
aeth,aeth,14,1
aether,aether,1,1
af,af,16,1
afaeawb,afaeawb,1,1
afalse,afalse,1,1
afd,afd,1,1
affect,a,1,0.2
affect,affect,4,0.8
affected,affected,18,1
affecting,affecting,24,1
affects,affects,15,1
affiliations,affiliations,2,1
affine,a,1,1
affinity,affinity,16,1
aft,aft,7,1
after,a,47,0.054587689
after,after,814,0.945412311
afterwards,afterwards,1,1
ag,a,2,1
again,a,4,0.2
again,again,16,0.8
against,a,2,0.068965517
against,against,27,0.931034483
againts,againts,1,1
age,a,1,0.007194245
age,age,138,0.992805755
agency,agency,5,1
agent,a,7,0.034482759
agent,agent,196,0.965517241
agentmain,agentmain,1,1
agents,agents,6,1
agg,agg,241,1
agged,agged,2,1
aggr,aggr,19,1
aggre,aggre,34,1
aggregate,a,8,0.027972028
aggregate,agg,9,0.031468531
aggregate,aggregate,269,0.940559441
aggregated,aggregated,11,1
aggregates,aggregates,8,0.888888889
aggregates,args,1,0.111111111
aggregating,aggregating,1,1
aggregation,a,1,0.006535948
aggregation,agg,35,0.22875817
aggregation,aggr,4,0.026143791
aggregation,aggregation,113,0.738562092
aggregations,aggregations,7,0.318181818
aggregations,aggs,13,0.590909091
aggregations,args,2,0.090909091
aggregator,agg,152,0.771573604
aggregator,aggregator,45,0.228426396
aggregators,aggregators,3,0.166666667
aggregators,aggs,14,0.777777778
aggregators,args,1,0.055555556
aggressive,a,1,0.166666667
aggressive,aggressive,5,0.833333333
aggs,aggs,27,1
agnostic,agnostic,9,1
agp,agp,1,1
agps,agps,1,1
agree,agree,1,1
agreement,agreement,5,1
agroal,agroal,6,1
agul,agul,3,1
ah,a,2,1
ahc,ahc,2,1
ahead,a,1,0.1
ahead,ahead,9,0.9
ai,ai,3,1
aia,aia,7,1
aidl,aidl,4,1
aim,aim,1,1
aimd,aimd,1,1
aio,aio,3,1
aiobe,aiobe,6,1
air,air,2,1
airbyte,airbyte,4,1
ais,ais,1,1
aix,aix,22,1
aj,aj,3,1
ajax,ajax,19,1
ajc,ajc,1,1
ajp,ajp,4,1
ak,ak,1,1
akka,akka,1,1
akm,akm,1,1
al,al,23,1
alac,alac,3,1
alarm,alarm,63,1
alarms,alarms,5,1
album,album,14,1
alc,alc,13,1
alchemy,alchemy,4,1
alert,alert,55,1
alertgroup,alertgroup,3,1
alertmanager,alertmanager,3,1
alerts,alerts,1,1
alg,alg,148,1
algebraic,algebraic,1,1
algo,algo,44,1
algorithm,a,2,0.009478673
algorithm,alg,80,0.379146919
algorithm,algo,26,0.123222749
algorithm,aLGO,1,0.004739336
algorithm,algorithm,102,0.483412322
algorithmic,algorithmic,1,1
algorithms,alg,12,0.705882353
algorithms,algorithms,5,0.294117647
ali,ali,2,1
alias,a,4,0.015810277
alias,alias,249,0.984189723
aliased,aliased,30,1
aliases,aliases,27,1
aliasing,a,3,0.75
aliasing,aliasing,1,0.25
alibaba,alibaba,1,1
alice,alice,10,1
alien,alien,4,1
align,a,2,0.1
align,align,18,0.9
aligned,aligned,57,1
alignment,alignment,12,1
alike,alike,1,1
alive,a,1,0.014084507
alive,alive,70,0.985915493
aliyun,aliyun,1,1
all,a,166,0.092324805
all,all,1632,0.907675195
all In One,aio,2,0.4
all In One,aIO,3,0.6
all to All Broadcast,aAB,2,1
allator,allator,3,1
alloc,alloc,90,1
allocatable,allocatable,2,1
allocate,alloc,125,0.757575758
allocate,allocate,40,0.242424242
allocated,allocated,16,1
allocates,alloc,1,1
allocating,alloc,1,1
allocation,alloc,3,0.3
allocation,allocation,7,0.7
allocations,allocs,3,1
allocator,alloc,4,0.148148148
allocator,allocator,23,0.851851852
allocs,allocs,3,1
allow,a,52,0.160493827
allow,allow,272,0.839506173
allowable,allowable,3,1
allowance,allowance,2,1
allowed,a,9,0.024930748
allowed,allowed,352,0.975069252
allowed Cell Rate,aCR,2,0.125
allowed Cell Rate,acr,14,0.875
allowing,allowing,1,1
allowjoinedunsync,allowjoinedunsync,2,1
allowlist,allowlist,3,1
allows,allows,35,1
alluxio,alluxio,8,1
alm,alm,90,1
almon,almon,1,1
almost,a,1,0.142857143
almost,almost,6,0.857142857
alone,a,4,0.307692308
alone,alone,9,0.692307692
along,al,1,0.5
along,along,1,0.5
alpha,a,5,0.037878788
alpha,al,1,0.007575758
alpha,alpha,126,0.954545455
alpha red green blue,argb,6,1
alphabet,a,12,0.387096774
alphabet,alphabet,19,0.612903226
alphabetic,a,3,0.230769231
alphabetic,alphabetic,10,0.769230769
alphabetical,alphabetical,3,1
alphabets,alphabets,1,1
alphanumeric,a,3,0.25
alphanumeric,alphanumeric,9,0.75
alphas,alphas,1,1
alpn,alpn,14,1
alpnhttp,alpnhttp,1,1
already,a,15,0.120967742
already,al,3,0.024193548
already,already,106,0.85483871
als,als,2,1
also,a,3,0.15
also,also,17,0.85
alt,alt,148,1
alter,a,2,0.024390244
alter,al,1,0.012195122
alter,alter,79,0.963414634
alteration,alteration,2,1
altered,altered,15,1
alternate,alt,1,0.090909091
alternate,alternate,10,0.909090909
alternate lifestyle,alt,128,1
alternate Lighting Of Surfaces,alos,1,1
alternating Current,aC,21,0.403846154
alternating Current,ac,31,0.596153846
alternation,alternation,1,1
alternative,alt,2,0.057142857
alternative,alternative,33,0.942857143
alternatives,alternatives,22,0.956521739
alternatives,alts,1,0.043478261
although,although,4,1
altitude,altitude,1,1
alts,alts,5,1
always,a,19,0.136690647
always,al,3,0.021582734
always,always,117,0.841726619
am,a,5,0.076923077
am,am,60,0.923076923
amazfit,amazfit,8,1
amazon,amazon,20,1
ambari,ambari,2,1
ambient,ambient,7,1
ambig,ambig,12,1
ambigous,ambigous,1,1
ambiguity,ambiguity,10,1
ambiguous,a,4,0.066666667
ambiguous,ambig,6,0.1
ambiguous,ambiguous,50,0.833333333
amd,amd,9,1
american National Standards Institute,aNSI,23,0.194915254
american National Standards Institute,ansi,95,0.805084746
american Standard Code for Information Interchange,ascii,723,0.854609929
american Standard Code for Information Interchange,aSCII,123,0.145390071
american Wire Gage,aWG,2,1
amf,amf,2,1
ami,ami,1,1
amicable,amicable,1,1
amiibo,amiibo,1,1
amok,amok,1,1
among,a,1,0.5
among,among,1,0.5
amount,a,4,0.066666667
amount,amount,44,0.733333333
amount,amt,12,0.2
amounts,amounts,1,1
amp,amp,5,1
ampere,ampere,1,1
ampersand,ampersand,4,1
amqp,amqp,3,1
amqps,amqps,2,1
amr,amr,19,1
amt,amt,14,1
amul,amul,5,1
an,a,63,0.140939597
an,an,384,0.859060403
analog,a,5,0.161290323
analog,analog,26,0.838709677
analog Output,ao,8,0.363636364
analog Output,aO,14,0.636363636
analog to Digital Converter,adc,1,1
analyse,analyse,22,1
analysed,analysed,7,1
analyser,analyser,2,1
analyses,analyses,1,1
analysis,a,158,0.705357143
analysis,analysis,66,0.294642857
analytic,analytic,1,1
analytics,analytics,9,1
analyze,analyze,28,1
analyzed,a,1,0.25
analyzed,analyzed,3,0.75
analyzer,a,2,0.05
analyzer,analyzer,38,0.95
analyzers,analyzers,2,1
analyzing,analyzing,1,1
ancestor,ancestor,22,1
anchor,a,4,0.076923077
anchor,anchor,48,0.923076923
anchors,anchors,9,1
ancient,ancient,1,1
and,a,275,0.047993019
and,and,5455,0.952006981
and listener,al,1,1
andlast,andlast,1,1
android,android,69,1
androidx,androidx,1,1
ands,ands,4,1
anel,anel,1,1
anes,anes,1,1
angle,a,3,0.125
angle,angle,21,0.875
angry,angry,10,1
angular,angular,2,1
anim,anim,9,1
anima,anima,1,1
animal,a,3,0.176470588
animal,animal,14,0.823529412
animate,anim,2,0.039215686
animate,animate,49,0.960784314
animated,animated,3,1
animation,anim,4,0.055555556
animation,animation,68,0.944444444
animations,animations,8,1
animator,animator,29,1
ann,ann,12,1
anneal,anneal,4,1
annex,annex,10,1
annidated,annidated,2,1
anno,anno,2,1
annon,annon,1,1
annot,annot,44,1
annotate,annotate,9,1
annotated,a,7,0.029661017
annotated,annotated,229,0.970338983
annotation,a,61,0.093558282
annotation,annoation,1,0.001533742
annotation,annot,22,0.033742331
annotation,annotation,567,0.869631902
annotation,aot,1,0.001533742
annotations,a,14,0.112903226
annotations,ann,7,0.056451613
annotations,aNN,1,0.008064516
annotations,annot,7,0.056451613
annotations,annotations,84,0.677419355
annotations,annots,11,0.088709677
annotator,annotator,2,1
annotators,annotators,1,1
annots,annots,20,1
announcement,a,1,0.25
announcement,announcement,1,0.25
announcement,announcment,2,0.5
announcing,announcing,1,1
announcment,announcment,3,1
annual Percentage Rate,apr,8,0.8
annual Percentage Rate,aPR,2,0.2
anon,anon,23,1
anonfun,anonfun,3,1
anonymous,a,7,0.081395349
anonymous,anonymous,79,0.918604651
anonymously,anonymously,1,1
another,a,13,0.131313131
another,another,86,0.868686869
ans,ans,5,1
ansi,ansi,160,1
answer,a,1,0.047619048
answer,ans,4,0.19047619
answer,answer,16,0.761904762
answered,answered,1,1
answers,a,2,0.666666667
answers,answers,1,0.333333333
ant,ant,11,1
antecedent,antecedent,1,1
anth,anth,3,1
anti,anti,12,1
antlr,antlr,3,1
any,a,32,0.093567251
any,any,310,0.906432749
anyof,anyof,1,1
anyone,anyone,3,1
anything,a,3,0.25
anything,anything,9,0.75
anyway,anyway,2,1
ao,ao,28,1
aop,aop,24,1
aot,aot,22,1
ap,ap,60,1
apache,a,3,0.063829787
apache,apache,44,0.936170213
apartment,apartment,1,1
apater,apater,4,1
apc,apc,1,1
apdex,apdex,1,1
apdu,apdu,2,1
apel,apel,2,1
aperiod,aperiod,1,1
aperiodic,aperiod,1,0.5
aperiodic,aperiodic,1,0.5
apex,apex,10,1
api,api,4065,1
apic,apic,5,1
apicurio,apicurio,3,1
apiextensions,apiextensions,2,1
apiregistration,apiregistration,2,1
apis,apis,3,1
apk,apk,32,1
apks,apks,12,1
apollo,apollo,15,1
apostroph,apostroph,3,1
app,app,2891,1
appbase,appbase,11,1
appcompat,appcompat,3,1
appeal,apel,2,1
appear,a,1,0.166666667
appear,appear,5,0.833333333
appearance,appearance,3,1
appearing,appearing,2,1
appears,a,6,0.545454545
appears,appears,5,0.454545455
append,a,13,0.041935484
append,append,297,0.958064516
appendable,appendable,7,1
appended,appended,4,1
appender,appender,57,1
appenders,appenders,3,1
appending,a,4,0.235294118
appending,appending,13,0.764705882
appendnamespace,appendnamespace,2,1
appends,a,3,0.3
appends,appends,7,0.7
apple,a,4,0.222222222
apple,apple,14,0.777777778
apple Desktop Bus,aDB,7,0.35
apple Desktop Bus,adb,13,0.65
applet,applet,3,1
appleTalk Remote Access,aRA,1,1
appliance,appliance,1,1
applicable,applicable,29,1
application,a,30,0.010679957
application,app,2489,0.886080456
application,aPP,10,0.003559986
application,application,280,0.099679601
application Binary Interface,aBI,6,0.051282051
application Binary Interface,abi,111,0.948717949
application Data Types,aDT,2,1
application Entity Title,aET,1,1
application layer protocol negotiation,alpn,1,1
application Program Interface,api,3191,0.855037513
application Program Interface,aPI,541,0.144962487
application Protocol Data Units,apdu,2,1
applications,al,3,0.016666667
applications,applications,22,0.122222222
applications,apps,155,0.861111111
applications Integration Architecture,aia,1,0.142857143
applications Integration Architecture,aIA,6,0.857142857
applied,a,7,0.101449275
applied,al,7,0.101449275
applied,app,1,0.014492754
applied,applied,54,0.782608696
applier,applier,1,1
appliers,appliers,1,1
applies,applies,12,1
apply,a,6,0.013274336
apply,al,5,0.011061947
apply,apply,441,0.975663717
appointment,appointment,2,1
appostrophy,appostrophy,1,1
appreciate,appreciate,1,1
approaching,approaching,1,1
appropriate,appropriate,8,1
appropriately,a,1,1
approval,approval,15,1
approve,approve,2,1
approved,approved,2,1
approx,approx,86,1
approximable,approximable,2,1
approximate,approx,72,0.72
approximate,approximate,28,0.28
approximately,approximately,2,1
approximation,approx,1,0.25
approximation,approximation,3,0.75
apps,apps,161,1
apr,apr,9,1
april,april,7,1
apsw,apsw,6,1
aq,aq,1,1
aqua,aqua,3,1
aquila,a,1,1
aquire,aquire,1,1
aquired,aquired,3,1
ar,ar,23,1
ara,ara,1,1
arabic,arabic,10,1
arango,arango,4,1
aray,aray,4,1
arb,arb,109,1
arbitrary,arbitrary,9,1
arc,arc,20,1
arch,arch,36,1
archarmv,archarmv,1,1
archetype,archetype,32,1
architecture,architecture,3,1
architecture Engineering Construction,aec,1,1
archive,a,12,0.130434783
archive,archive,80,0.869565217
archived,archived,7,1
archiver,archiver,3,1
archives,archives,2,1
archx,archx,1,1
arctangent,atan,1,1
arcus,arcus,2,1
are,a,144,0.248704663
are,are,435,0.751295337
area,area,90,1
areas,areas,3,1
arem,arem,7,1
arenas,arenas,4,1
arg,arg,1767,1
argb,argb,23,1
argo,argo,4,1
argon,argon,4,1
args,args,2675,1
arguent,arguent,3,1
argument,a,30,0.01490313
argument,arg,1533,0.761549925
argument,argument,450,0.223546945
arguments,a,27,0.011973392
arguments,arg,4,0.001773836
arguments,args,1960,0.869179601
arguments,arguent,3,0.001330377
arguments,arguments,261,0.115742794
argv,argv,1,1
aria,aria,3,1
arith,arith,14,1
arithmetic,a,1,0.028571429
arithmetic,arith,5,0.142857143
arithmetic,arithmetic,29,0.828571429
arithmetic and Logic Circuits,aLC,13,0.393939394
arithmetic and Logic Circuits,alc,20,0.606060606
arithmetics,arithmetics,2,1
arity,arity,29,1
ark,ark,1,1
arm,arm,11,1
arma,arma,3,1
armeabiv,armeabiv,2,1
armor,armor,2,1
armored,a,2,1
arn,arn,3,1
arnold,arnold,1,1
around,around,27,1
arp,arp,2,1
arr,arr,617,1
array,a,150,0.039672044
array,aray,3,7.93E-04
array,arr,319,0.084369214
array,array,3299,0.872520497
array,arry,1,2.64E-04
array,ary,9,0.002380323
array List,al,102,1
arrayannotation,arrayannotation,2,1
arraycopy,arraycopy,1,1
arrayis,arrayis,1,1
arraylet,arraylet,2,1
arraylist,arraylist,1,1
arrays,a,23,0.108490566
arrays,arrays,189,0.891509434
arrear,arrear,10,1
arrival,arrival,1,1
arrive,arrive,4,1
arrived,arrived,2,1
arrow,a,6,0.101694915
arrow,arrow,53,0.898305085
arrows,arrows,1,1
arry,arry,1,1
ars,ars,2,1
art,art,15,1
arth,arth,1,1
article,article,11,1
articles,a,1,0.142857143
articles,articles,6,0.857142857
artifact,a,6,0.048780488
artifact,artifact,117,0.951219512
artifactory,artifactory,1,1
artifacts,a,2,0.095238095
artifacts,artifacts,19,0.904761905
artificial Intelligence,ai,6,0.857142857
artificial Intelligence,aI,1,0.142857143
artist,artist,2,1
artists,artists,1,1
artwork,artwork,10,1
arwork,arwork,2,1
ary,ary,9,1
as,a,99,0.041112957
as,as,2309,0.958887043
asana,asana,3,1
asap,asap,3,1
asb,asb,4,1
asc,asc,221,1
ascendex,ascendex,4,1
ascending,asc,173,0.901041667
ascending,ascending,19,0.098958333
ascent,ascent,1,1
asci,asci,4,1
ascii,ascii,991,1
aSCII text,aSC,18,1
asciidoc,asciidoc,8,1
asciiutf,asciiutf,2,1
aseemble,aseemble,1,1
asf,asf,22,1
asg,asg,28,1
ash,ash,1,1
ask,ask,15,1
asking,asking,4,1
asm,asm,171,1
asmur,asmur,1,1
asn,asn,30,1
aspect,a,2,0.040816327
aspect,apc,1,0.020408163
aspect,aspect,46,0.93877551
aspect Oriented Programming,aOP,6,1
aspectj,aspectj,1,1
aspi,aspi,3,1
asqn,asqn,1,1
asr,asr,4,1
assemble,assemble,2,1
assembler,assembler,3,1
assembler Source Language,aSM,53,0.308139535
assembler Source Language,asm,119,0.691860465
assembly,assembly,10,1
assert,a,55,0.025629077
assert,assert,2091,0.974370923
asserted,asserted,3,1
asserter,asserter,2,1
assertin,assertin,1,1
asserting,asserting,2,1
assertion,a,3,0.026548673
assertion,assertion,110,0.973451327
assertions,a,8,0.470588235
assertions,assertions,9,0.529411765
asserts,asserts,7,1
asset,asset,30,1
asset Liability Management,alm,89,1
assets,assets,32,1
assigment,assigment,1,1
assign,a,3,0.022727273
assign,assign,129,0.977272727
assignable,a,18,0.191489362
assignable,assignable,76,0.808510638
assigned,a,2,0.034482759
assigned,assigned,56,0.965517241
assignee,a,2,0.222222222
assignee,assignee,7,0.777777778
assignees,assignees,1,1
assigning,assigning,2,1
assignment,a,10,0.06993007
assignment,assigment,1,0.006993007
assignment,assignment,132,0.923076923
assignments,a,4,0.307692308
assignments,assignments,9,0.692307692
assigns,assigns,1,1
assist,assist,6,1
assistant,assistant,3,1
assisted,a,4,0.4
assisted,assisted,6,0.6
assoc,assoc,35,1
associable,a,6,0.857142857
associable,associable,1,0.142857143
associate,assoc,1,0.125
associate,associate,7,0.875
associated,associated,27,1
associating,associating,1,1
association,assoc,35,0.660377358
association,association,18,0.339622642
association for Computing Machinery,aCM,2,0.25
association for Computing Machinery,acm,6,0.75
association of Records Managers and Administrators,arma,1,0.5
association of Records Managers and Administrators,aRMA,1,0.5
associations,assoc,2,0.666666667
associations,associations,1,0.333333333
associative,assoc,2,0.666666667
associative,associative,1,0.333333333
assume,a,3,0.050847458
assume,assume,56,0.949152542
assumed,assumed,1,1
assumes,assumes,3,1
assumption,assumption,10,1
assured,assured,13,1
assureds,assureds,1,1
ast,ast,356,1
asterisk,asterisk,13,1
astro,astro,2,1
astyanax,astyanax,1,1
asub,asub,4,1
asubsub,asubsub,1,1
asycn,asycn,1,1
asyn,asyn,1,1
async,async,4699,1
asynch,asynch,1,1
asynchronous,async,4705,0.996188863
asynchronous,aSYNC,4,8.47E-04
asynchronous,asynch,1,2.12E-04
asynchronous,asynchronous,13,0.002752488
asynchronous Connection Less,aCL,73,0.215976331
asynchronous Connection Less,acl,265,0.784023669
asynchronous Event Mechanism,aEM,1,1
asynchronous Transfer Mode,aTM,2,0.25
asynchronous Transfer Mode,atm,6,0.75
asynchronously,a,3,0.136363636
asynchronously,async,9,0.409090909
asynchronously,asynchronously,10,0.454545455
at,a,49,0.047297297
at,at,987,0.952702703
ata,ata,9,1
atan,atan,2,1
atch,atch,2,1
ath,ath,7,1
athena,athena,1,1
atimes,atimes,1,1
atlantic Standard Time,ast,128,0.430976431
